ПЭ-2м 258;12.09.2023 10:01:29;Алмалыксай;14 км/ч;108784 км
ПЭ-2м 361;12.09.2023 10:08:43;Заброшенное кладбище;22 км/ч;98557 км
ПЭ-2м 111 (353);12.09.2023 10:16:58;Алмалыксай;15 км/ч;101561 км
ПЭ-2у 166;12.09.2023 10:19:22;Заброшенное кладбище;18 км/ч;129112 км
МПТ-4 781;12.09.2023 10:20:08;Заброшенное кладбище;15 км/ч;29191 км
АДМ 1628;12.09.2023 10:27:24;Алмалыксай;18 км/ч;48715 км
ПЭ-2м 291;12.09.2023 10:29:32;Заброшенное кладбище;17 км/ч;85446 км
ТЭМ2 2740;12.09.2023 10:43:00;Алмалыксай;13 км/ч;94914 км
ПЭ-2М 319;12.09.2023 10:54:23;Алмалыксай;15 км/ч;85464 км
ПЭ-2м 421;12.09.2023 10:57:27;Алмалыксай;21 км/ч;91742 км
ПЭ-2у 074;12.09.2023 11:27:23;Алмалыксай;18 км/ч;94685 км
ПЭ-2у 117;12.09.2023 14:05:12;Заброшенное кладбище;18 км/ч;98327 км
ТЭМ2 2740;12.09.2023 14:08:02;Заброшенное кладбище;27 км/ч;94938 км
ПЭ-2у 120;12.09.2023 14:21:56;Заброшенное кладбище;17 км/ч;111242 км
ПЭ-2М 319;12.09.2023 14:36:05;Заброшенное кладбище;21 км/ч;85484 км
ПЭ-2у 085;12.09.2023 14:50:22;Алмалыксай;17 км/ч;99297 км
ПЭ-2м 421;12.09.2023 14:52:08;Заброшенное кладбище;7 км/ч;91762 км
MAN TGM 13.240 830 FCA;12.09.2023 16:05:27;Алмалыксай;32 км/ч;56173 км
ТЭМ2 7642;12.09.2023 16:16:13;Заброшенное кладбище;17 км/ч;60045 км
ПЭ-2У 032;12.09.2023 16:25:37;Заброшенное кладбище;18 км/ч;128227 км
ПЭ-2у 113;12.09.2023 16:39:45;Заброшенное кладбище;18 км/ч;96086 км
ПЭ-2у 102;12.09.2023 16:44:19;Заброшенное кладбище;18 км/ч;99755 км
ТЭМ2 2740;12.09.2023 16:48:31;Алмалыксай;8 км/ч;94940 км
ПЭ-2у 094;12.09.2023 16:57:38;Алмалыксай;17 км/ч;96466 км
ПЭ-2М 434;12.09.2023 17:03:57;Заброшенное кладбище;16 км/ч;103743 км
ПЭ-2м 361;12.09.2023 17:24:53;Заброшенное кладбище;18 км/ч;98586 км
ПЭ-2м 414;12.09.2023 17:27:17;Алмалыксай;19 км/ч;90722 км
ТЭМ2 2740;12.09.2023 17:33:24;Заброшенное кладбище;23 км/ч;94943 км
ПЭ-2М 387;12.09.2023 17:44:27;Заброшенное кладбище;20 км/ч;97863 км
ПЭ-2М 434;12.09.2023 17:49:21;Заброшенное кладбище;18 км/ч;103748 км
ПЭ-2М 298;12.09.2023 17:50:11;Заброшенное кладбище;14 км/ч;91025 км
ПЭ-2М 356;12.09.2023 18:04:47;Заброшенное кладбище;24 км/ч;23298 км
ПЭ-2у 085;12.09.2023 18:29:25;Алмалыксай;21 км/ч;99310 км
MAN TGM 13.240 428 UBA;12.09.2023 18:57:44;Заброшенное кладбище;30 км/ч;142164 км
ПЭ-2у 095;12.09.2023 19:06:58;Заброшенное кладбище;20 км/ч;103699 км
ПЭ-2у 117;12.09.2023 19:16:28;Заброшенное кладбище;16 км/ч;98356 км
ПЭ-2М 251;12.09.2023 19:20:20;Заброшенное кладбище;17 км/ч;22007 км
ПЭ-2у 115;12.09.2023 19:28:52;Заброшенное кладбище;21 км/ч;111127 км
ПЭ-2М 223;12.09.2023 19:30:02;Заброшенное кладбище;17 км/ч;114315 км
ПЭ-2М 223;12.09.2023 19:34:54;Заброшенное кладбище;18 км/ч;114315 км
ПЭ-2М 223;12.09.2023 19:41:33;Алмалыксай;16 км/ч;114320 км
ПЭ-2м 421;12.09.2023 19:49:58;Заброшенное кладбище;16 км/ч;91786 км
ПЭ-2м 439;12.09.2023 20:01:58;Заброшенное кладбище;14 км/ч;99436 км
ПЭ-2м 340;12.09.2023 20:10:33;Заброшенное кладбище;20 км/ч;96195 км
ПЭ-2м 421;12.09.2023 20:11:15;Заброшенное кладбище;17 км/ч;91787 км
ПЭ-2М 171;12.09.2023 20:13:29;Заброшенное кладбище;24 км/ч;101899 км
